Rx_power,time_elapsed,err seconds3.81765,10,0
3.89326,21,0
3.97105,32,0
3.96356,43,0
3.94609,54,0
3.95815,66,0
3.96461,77,0
3.96513,88,0
3.95466,99,0
3.94347,110,0
3.94277,122,0
3.93751,133,0
3.95169,144,0
3.93487,155,0
3.83277,166,0
3.68361,178,0
3.82071,189,0
3.83564,200,0
3.8369,211,0
3.85106,222,0
3.8566,234,0
3.61274,245,0
3.61822,256,0
3.60688,267,0
3.60101,278,0
3.58144,289,0
3.57611,301,0
3.363,312,0
3.3624,323,0
3.3678,334,0
3.35257,345,0
3.3712,357,0
3.27134,368,0
3.14247,379,0
3.14478,390,0
3.15088,401,0
3.1553,413,0
3.15214,424,0
2.94113,435,0
2.93164,446,0
2.91879,457,0
2.91125,468,0
2.91213,480,0
2.83143,491,0
2.70981,502,0
2.71888,513,0
2.7314,524,0
2.72538,536,0
2.72746,547,0
2.51054,558,0
2.51711,569,0
2.52829,580,0
2.51954,592,0
2.52197,603,0
2.51857,614,0
2.31215,625,0
2.31444,636,0
2.30193,647,0
2.30602,659,0
2.30372,670,0
2.20422,681,0
2.10104,692,0
2.11227,703,0
2.10613,715,0
2.10746,726,0
2.10987,737,0
1.94153,748,0
1.95983,759,0
1.95927,771,0
1.97336,782,0
1.9457,793,0
1.79753,804,0
1.67436,815,0
1.67878,827,0
1.68468,838,0
1.71551,849,0
1.72574,860,0
1.51523,871,0
1.52441,882,0
1.52258,894,0
1.50572,905,0
1.48047,916,0
1.50511,927,0
1.28722,938,0
1.30109,950,0
1.30173,961,0
1.29754,972,0
1.28238,983,0
1.17205,994,0
1.01988,1006,0
1.17835,1017,0
1.14911,1028,0
1.14878,1039,0
1.14511,1050,0
1.15211,1061,0
1.13375,1073,0
0.895519,1084,0
0.895872,1095,0
0.892337,1106,0
0.889508,1117,0
0.8888,1129,0
0.771135,1140,0
0.659903,1151,0
0.684456,1162,0
0.681487,1173,0
0.681487,1185,0
0.707396,1196,0
0.589951,1207,0
0.615279,1218,0
0.613771,1229,0
0.6277,1241,0
0.6277,1252,0
0.626948,1263,0
0.337052,1274,0
0.478198,1285,0
0.381033,1296,0
0.377452,1308,0
0.385009,1319,0
0.370678,1330,0
0.355898,1341,0
0.237873,1352,0
0.154436,1364,1
0.166574,1375,1
0.159462,1386,1
0.15695,1397,1
0.158206,1408,1
